,file,race,race_id,lpips,ssim,race_cos,race_0-1,niqe16,blur,race_recon,race_recon_id
0,val/10.jpg,Southeast Asian,2,0.093959324,0.16931888,0.13871539,True,3.587627715799313,-0.03218979,Southeast Asian,4
1,val/100.jpg,East Asian,2,0.28392518,0.28476042,0.25356406,False,4.457961836466303,-0.042542316,White,0
2,val/1001.jpg,Southeast Asian,2,0.27865842,0.17558798,0.39118248,False,3.892712696870468,-0.013865872,White,0
3,val/1006.jpg,Black,2,0.18157382,0.19309074,0.34594452,True,4.301893827123466,-0.010426304,Black,1
4,val/1009.jpg,East Asian,2,0.19235893,0.23304167,0.18475258,True,3.882079932784014,-0.044723563,East Asian,3
5,val/101.jpg,East Asian,2,0.14982662,0.20893255,0.08822191,True,3.3381836638826945,-0.05870404,East Asian,3
6,val/1010.jpg,Southeast Asian,2,0.2208157,0.21415102,0.43485314,False,2.894662766552573,-0.042802617,Black,1
7,val/1011.jpg,White,2,0.28183237,0.24701077,0.09969795,True,3.3146863014617938,-0.018765597,White,0
8,val/1012.jpg,East Asian,2,0.24823286,0.2294893,0.25099653,False,3.847412154561782,-0.033732455,Latino_Hispanic,2
9,val/1013.jpg,Middle Eastern,2,0.28115356,0.17430583,0.28191453,False,3.9373045211762303,-0.016835382,Southeast Asian,4
10,val/1014.jpg,East Asian,2,0.20407921,0.237535,0.10999936,False,3.457223727520664,-0.09075267,Southeast Asian,4
11,val/1017.jpg,White,2,0.48298076,0.34689724,0.5688211,False,3.8970043666500493,-0.07754666,Black,1
12,val/1019.jpg,Black,2,0.15303987,0.2018039,0.08220804,True,3.7074490550133885,-0.031016715,Black,1
13,val/102.jpg,East Asian,2,0.2184961,0.30886716,0.19471443,False,2.3976350380821922,-0.092119075,Latino_Hispanic,2
14,val/1020.jpg,Black,2,0.23780353,0.19025826,0.40439987,False,4.11811291723386,-0.023233885,Middle Eastern,6
15,val/1021.jpg,Latino_Hispanic,2,0.09605631,0.17330632,0.2215432,True,3.1827931930245668,-0.03766317,Latino_Hispanic,2
16,val/1022.jpg,East Asian,2,0.2682314,0.18442419,0.27971274,False,3.766784578832186,-0.010301972,White,0
17,val/1024.jpg,Latino_Hispanic,2,0.28138554,0.14074233,0.39660066,False,4.548857450440808,-0.0075445184,White,0
18,val/1026.jpg,Latino_Hispanic,2,0.2917222,0.28815567,0.6454842,True,3.8470966751537174,-0.025794197,Latino_Hispanic,2
19,val/1027.jpg,Indian,2,0.26538393,0.17553997,0.119410634,True,3.386262907284677,-0.0093297865,Indian,5
20,val/1028.jpg,Middle Eastern,2,0.24411121,0.2732286,0.2552898,False,3.459435513152055,-0.07208126,Black,1
21,val/1029.jpg,White,2,0.23517568,0.20315889,0.079823375,True,4.134664043507173,-0.027920011,White,0
22,val/1030.jpg,White,2,0.25492027,0.13037738,0.26426798,True,4.886716537425043,-0.005622691,White,0
23,val/1031.jpg,Middle Eastern,2,0.13168013,0.20179084,0.02754438,True,3.3834472789382386,-0.10226567,Middle Eastern,6
24,val/1032.jpg,White,2,0.17783214,0.21423659,0.11508608,True,3.6702430424801227,-0.06406521,White,0
25,val/1033.jpg,Indian,2,0.13003656,0.211687,0.12743473,False,4.79182396079939,-0.0209588,Middle Eastern,6
26,val/1034.jpg,Latino_Hispanic,2,0.27279884,0.3107612,0.20256734,False,3.1716478008766633,-0.072088115,Indian,5
27,val/1035.jpg,Latino_Hispanic,2,0.20088138,0.18262604,0.05738759,True,5.051770130023713,-0.0125918435,Latino_Hispanic,2
28,val/1036.jpg,Latino_Hispanic,2,0.20244184,0.25470024,0.5201754,False,3.55705705138202,-0.023803601,White,0
29,val/1037.jpg,Middle Eastern,2,0.17177597,0.19864923,0.07921636,False,2.9114263436565544,-0.05293247,Latino_Hispanic,2
30,val/1038.jpg,White,2,0.2481559,0.1755462,0.074133754,True,3.139284453583743,-0.039216027,White,0
31,val/104.jpg,Indian,2,0.2776628,0.13312164,0.2597698,False,4.763253755012975,-0.012636482,Latino_Hispanic,2
32,val/1041.jpg,Middle Eastern,2,0.4400119,0.29323572,0.55749464,False,3.5098407493804005,-0.028536282,Black,1
33,val/1044.jpg,Middle Eastern,2,0.15732735,0.17879629,0.25832635,False,3.975487549926033,-0.020676197,Latino_Hispanic,2
34,val/1045.jpg,Southeast Asian,2,0.13904954,0.15459502,0.031819463,True,3.762220543366253,-0.02255863,Southeast Asian,4
35,val/1046.jpg,Black,2,0.232076,0.2018837,0.06408429,False,3.903255804174506,-0.058339115,Southeast Asian,4
36,val/1047.jpg,White,2,0.42337498,0.30932063,0.22518146,True,3.8259061801766023,-0.034320764,White,0
37,val/1049.jpg,Black,2,0.2626948,0.19000944,0.16307259,False,3.459410568856659,-0.0344925,Latino_Hispanic,2
38,val/1050.jpg,White,2,0.17694013,0.21557286,0.14092147,True,3.5770251617718705,-0.029221905,White,0
39,val/1051.jpg,Southeast Asian,2,0.20392564,0.22519109,0.48032874,False,3.3027950505920574,-0.021637514,Indian,5
40,val/1053.jpg,White,2,0.18590039,0.23478335,0.0997324,True,3.489912007163881,-0.028388962,White,0
41,val/1054.jpg,Indian,2,0.28005573,0.21025386,0.10058415,False,3.3955605482560354,-0.047082532,White,0
42,val/1055.jpg,Southeast Asian,2,0.20752352,0.20265126,0.31078142,False,3.806221809788164,-0.011136184,East Asian,3
43,val/1056.jpg,White,2,0.19780558,0.19253442,0.21043485,True,3.8165690323707184,-0.020781247,White,0
44,val/1057.jpg,East Asian,2,0.20122512,0.17475584,0.26623267,True,4.3781652428216224,-0.0074324207,East Asian,3
45,val/1058.jpg,East Asian,2,0.22378269,0.19786319,0.2314893,False,3.8722536502361184,-0.009163264,White,0
46,val/106.jpg,Black,2,0.2819987,0.16264758,0.5851424,False,4.474875852732314,-0.004224116,White,0
47,val/1060.jpg,East Asian,2,0.18613182,0.17983156,0.115229964,False,3.9622104003431824,-0.038468167,Latino_Hispanic,2
48,val/1063.jpg,White,2,0.1815687,0.2414149,0.07879037,False,3.2867445211376496,-0.08625416,Latino_Hispanic,2
49,val/1065.jpg,Latino_Hispanic,2,0.19018133,0.15887809,0.07300496,True,4.032471314022435,-0.0070825415,Latino_Hispanic,2
50,val/1066.jpg,Black,2,0.23197913,0.16207317,0.19496834,False,4.23478847157376,-0.00979647,Middle Eastern,6
