,file,race,race_id,lpips,ssim,race_cos,race_0-1,niqe16,blur,race_recon,race_recon_id
0,val/10.jpg,Southeast Asian,2,0.08550033,0.15867457,0.09833944,True,3.958142537614612,-0.024467109,Southeast Asian,4
1,val/100.jpg,East Asian,2,0.2614489,0.2876479,0.09115863,True,4.429156566938628,-0.03803769,East Asian,3
2,val/1001.jpg,Southeast Asian,2,0.36749956,0.20055583,0.4234565,True,3.3044132328837885,-0.027420674,Southeast Asian,4
3,val/1006.jpg,Black,2,0.2660209,0.27790326,0.2539633,True,3.576751609018037,-0.02535603,Black,1
4,val/1009.jpg,East Asian,2,0.11000192,0.1923776,0.034897983,True,3.767083171858325,-0.035727017,East Asian,3
5,val/101.jpg,East Asian,2,0.1361031,0.2089872,0.23966116,False,3.6442771398148137,-0.04036634,Southeast Asian,4
6,val/1010.jpg,Southeast Asian,2,0.20836303,0.17603531,0.380292,False,4.459438200035798,-0.0059676524,Black,1
7,val/1011.jpg,White,2,0.2911418,0.21307006,0.43673247,False,3.510616856112277,-0.014506902,East Asian,3
8,val/1012.jpg,East Asian,2,0.20168364,0.20941135,0.21177638,True,4.284343766194641,-0.01621261,East Asian,3
9,val/1013.jpg,Middle Eastern,2,0.25407997,0.18123141,0.5506441,False,4.0194888012924865,-0.019806562,Southeast Asian,4
10,val/1014.jpg,East Asian,2,0.16124609,0.22327903,0.04020357,True,2.90565698506586,-0.09043,East Asian,3
11,val/1017.jpg,White,2,0.24110517,0.20879588,0.39393568,False,3.002722261789369,-0.090196654,Black,1
12,val/1019.jpg,Black,2,0.14475136,0.19710496,0.10396403,True,3.897598443704444,-0.047459822,Black,1
13,val/102.jpg,East Asian,2,0.22717854,0.32336122,0.20299649,False,2.844855161377846,-0.16351454,Southeast Asian,4
14,val/1020.jpg,Black,2,0.23212542,0.18845132,0.43223578,False,3.8918088948392926,-0.024592612,Latino_Hispanic,2
15,val/1021.jpg,Latino_Hispanic,2,0.12388693,0.19995901,0.31043828,False,3.7720222228026157,-0.05890707,Southeast Asian,4
16,val/1022.jpg,East Asian,2,0.28429344,0.19845903,0.10444486,True,3.276108051798763,-0.029328883,East Asian,3
17,val/1024.jpg,Latino_Hispanic,2,0.26693612,0.15907896,0.27155393,False,4.112003038527022,-0.014037264,Indian,5
18,val/1026.jpg,Latino_Hispanic,2,0.21066749,0.26905745,0.53773624,False,3.596223409099342,-0.029470297,Southeast Asian,4
19,val/1027.jpg,Indian,2,0.25387555,0.17070219,0.13185,True,4.206987032641757,-0.004425526,Indian,5
