,file,race,race_id,lpips,ssim,race_cos,race_0-1,niqe16,blur,race_recon,race_recon_id
0,val/10.jpg,Southeast Asian,2,0.25526482,0.15784463,0.15574044,False,5.158488528775901,-0.009977201,Latino_Hispanic,2
1,val/100.jpg,East Asian,2,0.17714724,0.18798509,0.031650186,True,4.274373472299919,-0.014421473,East Asian,3
2,val/1001.jpg,Southeast Asian,2,0.30824742,0.12742329,0.061081767,True,6.770372098601775,-0.007921042,Southeast Asian,4
3,val/1006.jpg,Black,2,0.20489566,0.15636718,0.023290634,True,4.620025793991249,-0.021881858,Black,1
4,val/1009.jpg,East Asian,2,0.36346847,0.19312307,0.18198776,True,5.629490267543636,-0.009614165,East Asian,3
5,val/101.jpg,East Asian,2,0.12560004,0.16160059,0.039058745,True,4.823791807610412,-0.011735229,East Asian,3
6,val/1010.jpg,Southeast Asian,2,0.36506382,0.15485,0.026412904,True,5.86818630107521,-0.008059584,Southeast Asian,4
7,val/1011.jpg,White,2,0.4872834,0.17365646,0.09465134,True,5.285842802070585,-0.011241585,White,0
8,val/1012.jpg,East Asian,2,0.35274556,0.19219807,0.0816136,True,6.103394407033298,-0.008633413,East Asian,3
9,val/1013.jpg,Middle Eastern,2,0.19718799,0.120574564,0.07230228,False,6.004222573788345,-0.008050334,White,0
10,val/1014.jpg,East Asian,2,0.1281036,0.15101406,0.02690059,True,4.023782483711861,-0.01622844,East Asian,3
11,val/1017.jpg,White,2,0.3470312,0.20351964,0.040222704,True,3.7145719013468486,-0.03420136,White,0
12,val/1019.jpg,Black,2,0.18369475,0.1619142,0.02640295,True,4.588278824524072,-0.015907945,Black,1
13,val/102.jpg,East Asian,2,0.27678096,0.24209648,0.12641943,False,3.5194396901009415,-0.02894898,Middle Eastern,6
14,val/1020.jpg,Black,2,0.12461664,0.122198254,0.036898017,True,5.031174586034805,-0.013136005,Black,1
15,val/1021.jpg,Latino_Hispanic,2,0.31147227,0.14805809,0.050766528,False,5.580863095015204,-0.008735469,White,0
16,val/1022.jpg,East Asian,2,0.30041632,0.12461379,0.103675544,True,5.4911877829782725,-0.008235069,East Asian,3
17,val/1024.jpg,Latino_Hispanic,2,0.2780649,0.13273111,0.122443676,False,5.280570822079979,-0.011991107,Indian,5
18,val/1026.jpg,Latino_Hispanic,2,0.3117605,0.17266434,0.063382685,True,5.82023170347631,-0.008001803,Latino_Hispanic,2
19,val/1027.jpg,Indian,2,0.33134207,0.13360181,0.051894903,True,5.5422468975320625,-0.011092124,Indian,5
20,val/1028.jpg,Middle Eastern,2,0.20169856,0.2090162,0.06252122,True,4.115734171955555,-0.019253334,Middle Eastern,6
21,val/1029.jpg,White,2,0.32920483,0.1975728,0.08196682,True,5.29393027185076,-0.009251749,White,0
22,val/1030.jpg,White,2,0.22326535,0.086387366,0.04746443,True,6.749739925388264,-0.007956812,White,0
23,val/1031.jpg,Middle Eastern,2,0.11834337,0.17806199,0.02079022,True,4.883322844555751,-0.01376666,Middle Eastern,6
24,val/1032.jpg,White,2,0.16911131,0.17673156,0.15781462,True,3.769171620892917,-0.02449183,White,0
