,race,race_id,race_0-1,race_recon,race_recon_id
0,Black,3,False,White,0
1,Black,3,False,Latino_Hispanic,2
2,Black,3,False,Middle Eastern,6
3,Black,3,False,East Asian,3
4,Black,3,False,White,0
5,Black,3,False,White,0
6,Black,3,False,White,0
7,Black,3,False,White,0
8,Black,3,False,East Asian,3
9,Black,3,False,White,0
10,Black,3,False,Indian,5
11,Black,3,False,Southeast Asian,4
12,Black,3,False,Indian,5
13,Black,3,False,White,0
14,Black,3,True,Black,1
15,Black,3,False,White,0
16,Black,3,False,East Asian,3
17,Black,3,False,White,0
18,Black,3,False,Southeast Asian,4
19,Black,3,False,Indian,5
20,Black,3,False,Middle Eastern,6
21,Black,3,True,Black,1
22,Black,3,False,Latino_Hispanic,2
23,Black,3,False,White,0
24,Black,3,False,Latino_Hispanic,2
25,Black,3,False,Indian,5
26,Black,3,False,Middle Eastern,6
27,Black,3,False,Middle Eastern,6
28,Black,3,False,Latino_Hispanic,2
29,Black,3,False,Southeast Asian,4
30,Black,3,False,Indian,5
31,Black,3,False,East Asian,3
32,Black,3,False,Middle Eastern,6
33,Black,3,True,Black,1
34,Black,3,False,Indian,5
35,Black,3,True,Black,1
36,Black,3,False,White,0
37,Black,3,False,Indian,5
38,Black,3,False,Middle Eastern,6
39,Black,3,False,Middle Eastern,6
40,Black,3,False,White,0
41,Black,3,False,East Asian,3
42,Black,3,False,Middle Eastern,6
43,Black,3,True,Black,1
44,Black,3,False,Middle Eastern,6
45,Black,3,False,Indian,5
46,Black,3,False,Middle Eastern,6
47,Black,3,False,White,0
48,Black,3,False,East Asian,3
49,Black,3,False,White,0
50,Black,3,True,Black,1
51,Black,3,False,Middle Eastern,6
52,Black,3,False,Middle Eastern,6
53,Black,3,False,Middle Eastern,6
54,Black,3,False,Indian,5
55,Black,3,True,Black,1
56,Black,3,False,Indian,5
57,Black,3,False,East Asian,3
58,Black,3,False,White,0
59,Black,3,False,Middle Eastern,6
60,Black,3,False,Indian,5
61,Black,3,False,White,0
62,Black,3,False,Indian,5
63,Black,3,False,Middle Eastern,6
64,Black,3,False,White,0
65,Black,3,False,Middle Eastern,6
66,Black,3,False,East Asian,3
67,Black,3,False,Indian,5
68,Black,3,False,Southeast Asian,4
69,Black,3,False,Middle Eastern,6
70,Black,3,False,Latino_Hispanic,2
71,Black,3,True,Black,1
72,Black,3,False,White,0
73,Black,3,False,Latino_Hispanic,2
74,Black,3,False,Middle Eastern,6
75,Black,3,False,White,0
76,Black,3,False,Middle Eastern,6
77,Black,3,False,Middle Eastern,6
78,Black,3,False,Middle Eastern,6
79,Black,3,False,Indian,5
80,Black,3,False,White,0
81,Black,3,False,Indian,5
82,Black,3,False,Indian,5
83,Black,3,False,Indian,5
84,Black,3,False,Indian,5
85,Black,3,False,Latino_Hispanic,2
86,Black,3,False,White,0
87,Black,3,False,Middle Eastern,6
88,Black,3,False,Middle Eastern,6
89,Black,3,False,Indian,5
90,Black,3,False,White,0
91,Black,3,False,Latino_Hispanic,2
92,Black,3,False,Indian,5
93,Black,3,False,White,0
94,Black,3,False,Latino_Hispanic,2
95,Black,3,False,Latino_Hispanic,2
96,Black,3,False,Middle Eastern,6
97,Black,3,True,Black,1
98,Black,3,False,East Asian,3
99,Black,3,False,White,0
100,East Asian,3,False,Indian,5
101,East Asian,3,True,East Asian,3
102,East Asian,3,False,Southeast Asian,4
103,East Asian,3,False,Southeast Asian,4
104,East Asian,3,False,Indian,5
105,East Asian,3,True,East Asian,3
106,East Asian,3,True,East Asian,3
107,East Asian,3,False,Southeast Asian,4
108,East Asian,3,True,East Asian,3
109,East Asian,3,False,Indian,5
110,East Asian,3,False,Southeast Asian,4
111,East Asian,3,False,Southeast Asian,4
112,East Asian,3,False,Indian,5
113,East Asian,3,False,Southeast Asian,4
114,East Asian,3,True,East Asian,3
115,East Asian,3,False,Indian,5
116,East Asian,3,True,East Asian,3
117,East Asian,3,True,East Asian,3
118,East Asian,3,False,White,0
119,East Asian,3,False,Southeast Asian,4
120,East Asian,3,False,Southeast Asian,4
121,East Asian,3,False,Southeast Asian,4
122,East Asian,3,True,East Asian,3
123,East Asian,3,True,East Asian,3
124,East Asian,3,False,Latino_Hispanic,2
125,East Asian,3,True,East Asian,3
126,East Asian,3,False,Indian,5
127,East Asian,3,False,Black,1
128,East Asian,5,True,East Asian,3
129,East Asian,5,False,Southeast Asian,4
130,East Asian,5,False,Middle Eastern,6
131,East Asian,5,False,Latino_Hispanic,2
132,East Asian,5,False,Middle Eastern,6
133,East Asian,5,True,East Asian,3
134,East Asian,5,True,East Asian,3
135,East Asian,5,True,East Asian,3
136,East Asian,5,False,Southeast Asian,4
137,East Asian,5,False,Southeast Asian,4
138,East Asian,5,True,East Asian,3
139,East Asian,5,False,White,0
140,East Asian,5,True,East Asian,3
141,East Asian,5,False,Latino_Hispanic,2
142,East Asian,5,False,Latino_Hispanic,2
143,East Asian,5,False,Black,1
144,East Asian,5,False,White,0
145,East Asian,5,False,Latino_Hispanic,2
146,East Asian,5,False,Southeast Asian,4
147,East Asian,5,True,East Asian,3
148,East Asian,5,False,Latino_Hispanic,2
149,East Asian,5,False,Indian,5
150,East Asian,5,False,White,0
151,East Asian,5,False,Southeast Asian,4
152,East Asian,5,False,Indian,5
153,East Asian,5,True,East Asian,3
154,East Asian,5,False,Indian,5
155,East Asian,5,False,Latino_Hispanic,2
156,East Asian,5,True,East Asian,3
157,East Asian,5,False,Latino_Hispanic,2
158,East Asian,5,True,East Asian,3
159,East Asian,5,False,White,0
160,East Asian,5,False,Latino_Hispanic,2
161,East Asian,5,True,East Asian,3
162,East Asian,5,False,Middle Eastern,6
163,East Asian,5,True,East Asian,3
164,East Asian,5,False,Latino_Hispanic,2
165,East Asian,5,True,East Asian,3
166,East Asian,5,False,Middle Eastern,6
167,East Asian,5,False,Middle Eastern,6
168,East Asian,5,False,Southeast Asian,4
